14410679238	19154926260	20180504235251	2696
18840172592	16569963779	20180628203556	2571
18840172592	19342117869	20181125203351	0747
17405139883	19154926260	20180118011048	1123
15884588694	17885275338	20180713183534	1038
19342117869	16569963779	20180511063801	1306
14397114174	15884588694	20181123094408	0285
17336673697	15280214634	20180526165443	0553
19602240179	16160892861	20180711082638	1548
17336673697	15305526350	20180823233044	2322
19565082510	16160892861	20180321132639	0496
19683537146	15647679901	20180520104927	0849
19313925217	16574556259	20180407014921	2067
19313925217	16160892861	20180903110208	0015
16569963779	19602240179	20180602000435	1291
19313925217	15647679901	20180805101928	1670
19602240179	15884588694	20180303092732	2100
15280214634	16574556259	20180503095544	1285
14930423697	17405139883	20180423145045	1273
17336673697	15781588029	20181116001624	2184
13319935953	14171709460	20180315071101	0013
14171709460	19313925217	20180328182052	1305
15280214634	14171709460	20180402123129	1633
15280214634	14930423697	20180527231258	0785
17885275338	19602240179	20180715001904	1210
16574556259	15781588029	20180226171907	0958
19602240179	19565082510	20180505175604	0380
18840172592	17336673697	20181213000425	2994
19313925217	17336673697	20181117184541	0721
14410679238	16574556259	20180505152700	0694
16160892861	18840172592	20180812121316	1707
17336673697	19683537146	20180706191725	0721
15280214634	15244749863	20181016055624	0670
13319935953	19313925217	20181209141557	2747
19154926260	15781588029	20180922162352	1426
19565082510	16574556259	20180817155051	2050
16574556259	17885275338	20180321233559	2666
13319935953	17405139883	20180521091800	1815
18101213362	15280214634	20180507215020	2672
17336673697	15781588029	20180114214059	1766
19154926260	13319935953	20180302100155	0890
15280214634	18840172592	20180327143607	0100
13319935953	15647679901	20180226122317	1658
19154926260	19683537146	20180515195826	0094
19154926260	13319935953	20180709133827	1533
15244749863	19154926260	20180407133509	0336
16574556259	14410679238	20180515062617	2149
18101213362	15781588029	20180817132209	0926
14397114174	19342117869	20180209165122	2976
16569963779	19683537146	20180127091013	2309
16574556259	19342117869	20181104194833	2206
16574556259	17885275338	20180202044038	1713
14171709460	18101213362	20180705071332	0545
14171709460	19154926260	20180823105623	0019
19565082510	15305526350	20181227152749	2300
14410679238	19154926260	20180318033834	1044
15305526350	19602240179	20180521110640	1335
16574556259	15280214634	20180705083412	0114
18840172592	15884588694	20180313000255	1281
16160892861	15244749863	20180820192145	2038
14171709460	14397114174	20180117044452	0605
16160892861	15244749863	20180316190254	0260
18840172592	19683537146	20180125175900	1222
16574556259	19342117869	20180512183123	1093
17885275338	19602240179	20180503213031	1145
14930423697	15280214634	20180910161320	1473
14397114174	17336673697	20180612091450	1657
19683537146	14171709460	20180427010311	1481
16574556259	14171709460	20180421150321	1861
15305526350	16160892861	20180415110033	0099
19683537146	15244749863	20180205011543	2980
16574556259	14171709460	20180605185542	2132
17405139883	17885275338	20181004193849	0973
14397114174	13319935953	20180613210556	0313
15280214634	18840172592	20180116021148	1739
19313925217	19565082510	20180330044538	1386
15244749863	15884588694	20180707071142	1236
15647679901	19313925217	20180617221617	1418
19683537146	17336673697	20180813204525	1482
16160892861	15781588029	20181102202733	0166
15781588029	18840172592	20180202154624	2069
15884588694	17405139883	20180807092755	0478
14410679238	17336673697	20181010155745	1705
14410679238	19602240179	20180712063833	0435
14397114174	16569963779	20180806080514	1224
17405139883	15244749863	20181220143043	2449
17405139883	19154926260	20180820153830	1844
18101213362	17405139883	20180422223811	2362
15647679901	19313925217	20181120230131	1937
14397114174	18101213362	20180709005818	1006
19602240179	16574556259	20181208221934	2691
19154926260	15884588694	20180915184658	2958
16569963779	19154926260	20180410204405	0915
18840172592	15305526350	20180206084654	2345
17885275338	19565082510	20181129015619	2937
17885275338	19313925217	20181025092621	0164
13319935953	15305526350	20181014234504	2497
19602240179	14930423697	20180905002640	2803
13319935953	15244749863	20180110160809	1407
15305526350	18101213362	20181107122644	2652
15280214634	19154926260	20180629193311	2437
14397114174	15305526350	20181115221627	2625
16160892861	19565082510	20180406132149	2699
14171709460	18840172592	20180730005855	0603
15781588029	17336673697	20180525052949	2436
19313925217	14930423697	20180218024256	0966
14410679238	18101213362	20181007003956	0570
15781588029	16574556259	20180323163824	1449
14397114174	19565082510	20180324212452	1246
14930423697	19313925217	20180829210318	2206
16574556259	14397114174	20180421055814	1195
15305526350	16160892861	20180524221048	1138
16160892861	14410679238	20181106201533	2005
19683537146	18101213362	20180324015016	1388
14171709460	15305526350	20180612170417	2750
16569963779	17336673697	20180708205042	2869
13319935953	18101213362	20180104210014	0940
17336673697	15884588694	20180730110554	0077
19565082510	17885275338	20180323204139	2794
19313925217	19342117869	20180208041441	0485
15647679901	14930423697	20181218103534	1783
19313925217	15781588029	20181220100140	1211
15280214634	14410679238	20181123110229	1436
19154926260	14930423697	20181220124406	0613
18101213362	19313925217	20181008170445	1281
19342117869	16160892861	20181018115817	0790
14930423697	15305526350	20180721155252	0335
17336673697	16574556259	20180102005056	0684
14171709460	13319935953	20180315161010	1901
13319935953	19683537146	20181110014051	2175
17336673697	19602240179	20180717074358	2458
17885275338	14171709460	20181128074458	0178
13319935953	14171709460	20181016021338	2879
18840172592	19154926260	20180210233051	0443
19154926260	17336673697	20181228115413	0482
14930423697	19313925217	20180618024847	2642
15280214634	15884588694	20181202122256	0173
15781588029	16160892861	20180206154800	0625
17336673697	13319935953	20180523160513	1229
13319935953	16569963779	20180717052114	2463
19342117869	14397114174	20181127104252	0860
13319935953	14397114174	20180523055127	2997
14171709460	16574556259	20181007195713	0533
15280214634	14397114174	20180220090902	2471
15647679901	19313925217	20180729063513	1980
15244749863	15647679901	20180701081113	0636
19154926260	14930423697	20181129013720	2946
15244749863	15305526350	20180105044950	2985
14410679238	15244749863	20180327130101	2348
15884588694	18101213362	20181001190709	0350
13319935953	18101213362	20180214010617	1398
18840172592	19683537146	20180623101903	1497
19602240179	19342117869	20181117153432	0558
18101213362	17405139883	20180619104359	1322
16569963779	15647679901	20180131084730	1714
15280214634	19313925217	20180121032655	0271
16569963779	14171709460	20180117033810	1641
15244749863	19313925217	20180814030742	0670
17405139883	18101213362	20181028114425	1102
18840172592	14410679238	20180522013041	0526
19342117869	14171709460	20180205095234	2509
15884588694	14930423697	20181210090935	0169
19342117869	19683537146	20180308160014	0076
19602240179	19313925217	20181012015110	0797
19313925217	14410679238	20180802104651	0066
19602240179	14410679238	20181223033058	1256
19342117869	16160892861	20181117012623	1959
15647679901	14397114174	20180503055141	2316
14171709460	17405139883	20181206122813	1572
19565082510	16160892861	20180227123251	1231
15781588029	15244749863	20180101002356	0425
18840172592	16574556259	20180519233058	0421
16574556259	17885275338	20181219023114	2166
14171709460	19602240179	20180621003110	1600
15781588029	15647679901	20181016072500	1040
14171709460	19342117869	20180318212117	1838
19683537146	18101213362	20180918173137	2036
19602240179	15647679901	20180709015958	1937
17885275338	17336673697	20180728232819	1950
15305526350	19154926260	20181111170600	0288
19565082510	19602240179	20180529055945	1645
15305526350	14171709460	20180307145033	1236
18101213362	16160892861	20180126073619	0825
